Date Time Inlet_Pressure Outlet_Pressure Confining_Pressure Temperature
17.11.2020 09:31:08 59.96 33.26 202.03 13.3
17.11.2020 09:32:08 59.81 33.39 202.03 13.3
17.11.2020 09:33:08 59.68 33.53 202.03 13.3
17.11.2020 09:34:08 59.52 33.65 202.01 13.3
17.11.2020 09:35:08 59.37 33.79 202.01 13.3
17.11.2020 09:36:08 59.25 33.92 202.01 13.3
17.11.2020 09:37:08 59.15 34.05 202 13.3
17.11.2020 09:38:08 59.01 34.17 202 13.3
17.11.2020 09:39:08 58.9 34.3 201.98 13.3
17.11.2020 09:40:08 58.73 34.41 201.98 13.3
17.11.2020 09:41:08 58.61 34.55 201.98 13.3
17.11.2020 09:42:08 58.5 34.66 201.98 13.3
17.11.2020 09:43:08 58.38 34.79 201.98 13.3
17.11.2020 09:44:08 58.22 34.9 201.98 13.3
17.11.2020 09:45:08 58.12 35.02 201.98 13.3
17.11.2020 09:46:08 57.98 35.14 201.98 13.3
17.11.2020 09:47:08 57.88 35.25 201.98 13.3
17.11.2020 09:48:08 57.76 35.37 201.98 13.3
17.11.2020 09:49:08 57.62 35.47 201.96 13.3
17.11.2020 09:50:08 57.51 35.6 201.96 13.3
17.11.2020 09:51:08 57.38 35.7 201.98 13.3
17.11.2020 09:52:08 57.3 35.82 201.96 13.3
17.11.2020 09:53:08 57.18 35.92 201.95 13.3
17.11.2020 09:54:08 57.06 36.03 201.96 13.3
17.11.2020 09:55:08 56.98 36.14 201.96 13.3
17.11.2020 09:56:08 56.83 36.25 201.95 13.3
17.11.2020 09:57:08 56.73 36.35 201.95 13.3
17.11.2020 09:58:08 56.63 36.45 201.95 13.3
17.11.2020 09:59:08 56.52 36.54 201.93 13.3
17.11.2020 10:00:08 56.42 36.65 201.93 13.3
17.11.2020 10:01:08 56.33 36.75 201.93 13.3
17.11.2020 10:02:08 56.22 36.85 201.92 13.3
17.11.2020 10:03:08 56.1 36.95 201.93 13.3
17.11.2020 10:04:08 56.01 37.04 201.92 13.3
17.11.2020 10:05:08 55.93 37.14 201.92 13.3
17.11.2020 10:06:08 55.81 37.24 201.92 13.3
17.11.2020 10:07:08 55.71 37.33 201.92 13.3
17.11.2020 10:08:08 55.62 37.42 201.92 13.3
17.11.2020 10:09:08 55.55 37.51 201.92 13.3
17.11.2020 10:10:08 55.46 37.6 201.92 13.3
17.11.2020 10:11:08 55.33 37.69 201.92 13.3
17.11.2020 10:12:08 55.26 37.78 201.92 13.3
17.11.2020 10:13:08 55.15 37.87 201.92 13.3
17.11.2020 10:14:08 55.08 37.96 201.92 13.3
17.11.2020 10:15:08 54.97 38.04 201.92 13.3
17.11.2020 10:16:08 54.9 38.13 201.9 13.3
17.11.2020 10:17:08 54.82 38.2 201.9 13.3
17.11.2020 10:18:08 54.71 38.29 201.89 13.3
17.11.2020 10:19:08 54.61 38.37 201.9 13.3
17.11.2020 10:20:08 54.56 38.47 201.89 13.3
17.11.2020 10:21:08 54.46 38.53 201.89 13.3
17.11.2020 10:22:08 54.37 38.62 201.89 13.3
17.11.2020 10:23:08 54.3 38.7 201.87 13.3
17.11.2020 10:24:08 54.21 38.77 201.87 13.3
17.11.2020 10:25:08 54.12 38.86 201.87 13.3
17.11.2020 10:26:08 54.07 38.94 201.85 13.3
17.11.2020 10:27:08 53.96 39.01 201.87 13.3
17.11.2020 10:28:08 53.9 39.08 201.85 13.3
17.11.2020 10:29:08 53.83 39.16 201.85 13.3
17.11.2020 10:30:08 53.76 39.23 201.85 13.3
17.11.2020 10:31:08 53.68 39.31 201.85 13.3
17.11.2020 10:32:08 53.6 39.37 201.85 13.3
17.11.2020 10:33:08 53.55 39.45 201.85 13.3
17.11.2020 10:34:08 53.48 39.52 201.85 13.3
17.11.2020 10:35:08 53.37 39.58 201.85 13.3
17.11.2020 10:36:08 53.36 39.66 201.85 13.3
17.11.2020 10:37:08 53.22 39.72 201.85 13.3
17.11.2020 10:38:08 53.17 39.8 201.85 13.3
17.11.2020 10:39:08 53.08 39.86 201.85 13.3
17.11.2020 10:40:08 53.06 39.93 201.85 13.3
17.11.2020 10:41:08 53 39.99 201.85 13.3
17.11.2020 10:42:08 52.9 40.06 201.84 13.3
17.11.2020 10:43:08 52.83 40.12 201.84 13.3
17.11.2020 10:44:08 52.78 40.18 201.84 13.3
17.11.2020 10:45:08 52.72 40.25 201.82 13.3
17.11.2020 10:46:08 52.65 40.31 201.82 13.3
17.11.2020 10:47:08 52.57 40.37 201.84 13.3
17.11.2020 10:48:08 52.53 40.44 201.82 13.3
17.11.2020 10:49:08 52.46 40.5 201.82 13.3
17.11.2020 10:50:08 52.41 40.56 201.82 13.3
17.11.2020 10:51:08 52.32 40.61 201.81 13.3
17.11.2020 10:52:08 52.27 40.68 201.82 13.3
17.11.2020 10:53:08 52.21 40.74 201.81 13.3
17.11.2020 10:54:08 52.17 40.78 201.79 13.3
17.11.2020 10:55:08 52.11 40.85 201.81 13.3
17.11.2020 10:56:08 52.02 40.9 201.79 13.3
17.11.2020 10:57:08 51.98 40.95 201.79 13.3
17.11.2020 10:58:08 51.92 41.01 201.79 13.3
17.11.2020 10:59:08 51.9 41.07 201.79 13.3
17.11.2020 11:00:08 51.82 41.11 201.79 13.3
17.11.2020 11:01:08 51.75 41.17 201.79 13.3
17.11.2020 11:02:08 51.68 41.22 201.79 13.3
17.11.2020 11:03:08 51.65 41.28 201.79 13.3
17.11.2020 11:04:08 51.61 41.34 201.79 13.3
17.11.2020 11:05:08 51.53 41.38 201.79 13.3
17.11.2020 11:06:08 51.5 41.43 201.79 13.3
17.11.2020 11:07:08 51.46 41.48 201.79 13.3
17.11.2020 11:08:08 51.38 41.53 201.79 13.3
17.11.2020 11:09:08 51.33 41.59 201.79 13.3
17.11.2020 11:10:08 51.28 41.64 201.79 13.3
17.11.2020 11:11:08 51.25 41.68 201.78 13.3
17.11.2020 11:12:08 51.2 41.73 201.79 13.3
17.11.2020 11:13:08 51.15 41.77 201.78 13.3
17.11.2020 11:14:08 51.1 41.83 201.78 13.3
17.11.2020 11:15:08 51.03 41.87 201.78 13.3
17.11.2020 11:16:08 51 41.91 201.78 13.3
17.11.2020 11:17:08 50.97 41.95 201.76 13.3
17.11.2020 11:18:08 50.92 42 201.76 13.3
17.11.2020 11:19:08 50.88 42.04 201.76 13.3
17.11.2020 11:20:08 50.83 42.08 201.75 13.3
17.11.2020 11:21:08 50.78 42.14 201.75 13.3
17.11.2020 11:22:08 50.73 42.18 201.75 13.3
17.11.2020 11:23:08 50.67 42.22 201.75 13.3
17.11.2020 11:24:08 50.63 42.26 201.73 13.3
17.11.2020 11:25:08 50.58 42.3 201.75 13.3
17.11.2020 11:26:08 50.57 42.35 201.73 13.3
17.11.2020 11:27:08 50.52 42.38 201.73 13.3
17.11.2020 11:28:08 50.48 42.43 201.73 13.3
17.11.2020 11:29:08 50.45 42.47 201.73 13.3
17.11.2020 11:30:08 50.4 42.51 201.73 13.3
17.11.2020 11:31:08 50.37 42.55 201.73 13.3
17.11.2020 11:32:08 50.32 42.59 201.73 13.3
17.11.2020 11:33:08 50.31 42.62 201.73 13.3
17.11.2020 11:34:08 50.22 42.67 201.73 13.3
17.11.2020 11:35:08 50.17 42.69 201.73 13.3
17.11.2020 11:36:08 50.17 42.73 201.73 13.3
17.11.2020 11:37:08 50.12 42.77 201.73 13.3
17.11.2020 11:38:08 50.08 42.81 201.73 13.3
17.11.2020 11:39:08 50.03 42.84 201.71 13.3
17.11.2020 11:40:08 50 42.88 201.73 13.3
17.11.2020 11:41:08 50 42.92 201.71 13.3
17.11.2020 11:42:08 49.96 42.96 201.71 13.3
17.11.2020 11:43:08 49.9 42.98 201.73 13.3
17.11.2020 11:44:08 49.88 43.01 201.71 13.3
17.11.2020 11:45:08 49.81 43.06 201.71 13.3
17.11.2020 11:46:08 49.78 43.09 201.7 13.3
17.11.2020 11:47:08 49.76 43.11 201.7 13.3
17.11.2020 11:48:08 49.72 43.15 201.7 13.3
17.11.2020 11:49:08 49.7 43.19 201.7 13.3
17.11.2020 11:50:08 49.67 43.21 201.7 13.3
17.11.2020 11:51:08 49.61 43.26 201.7 13.3
17.11.2020 11:52:08 49.62 43.27 201.7 13.3
17.11.2020 11:53:08 49.57 43.3 201.7 13.3
17.11.2020 11:54:08 49.55 43.34 201.7 13.3
17.11.2020 11:55:08 49.51 43.37 201.7 13.3
17.11.2020 11:56:08 49.51 43.4 201.7 13.3
17.11.2020 11:57:08 49.46 43.43 201.7 13.3
17.11.2020 11:58:08 49.42 43.47 201.7 13.3
17.11.2020 11:59:08 49.4 43.49 201.7 13.3
17.11.2020 12:00:08 49.37 43.52 201.7 13.3
17.11.2020 12:01:08 49.35 43.55 201.68 13.3
17.11.2020 12:02:08 49.28 43.58 201.7 13.3
17.11.2020 12:03:08 49.26 43.59 201.7 13.3
17.11.2020 12:04:08 49.25 43.63 201.68 13.3
17.11.2020 12:05:08 49.22 43.66 201.68 13.3
17.11.2020 12:06:08 49.21 43.69 201.68 13.3
17.11.2020 12:07:08 49.16 43.71 201.7 13.3
17.11.2020 12:08:08 49.15 43.74 201.68 13.3
17.11.2020 12:09:08 49.13 43.76 201.68 13.3
17.11.2020 12:10:08 49.08 43.8 201.68 13.3
17.11.2020 12:11:08 49.06 43.82 201.68 13.3
17.11.2020 12:12:08 49.05 43.85 201.68 13.3
17.11.2020 12:13:08 49 43.87 201.68 13.3
17.11.2020 12:14:08 48.98 43.9 201.67 13.3
17.11.2020 12:15:08 48.95 43.92 201.67 13.3
17.11.2020 12:16:08 48.92 43.94 201.67 13.3
17.11.2020 12:17:08 48.9 43.97 201.65 13.3
17.11.2020 12:18:08 48.87 43.99 201.67 13.3
17.11.2020 12:19:08 48.85 44.02 201.65 13.3
17.11.2020 12:20:08 48.83 44.04 201.65 13.3
17.11.2020 12:21:08 48.8 44.06 201.65 13.3
17.11.2020 12:22:08 48.8 44.1 201.65 13.3
17.11.2020 12:23:08 48.77 44.12 201.65 13.3
17.11.2020 12:24:08 48.75 44.12 201.65 13.3
17.11.2020 12:25:08 48.71 44.16 201.65 13.3
17.11.2020 12:26:08 48.7 44.17 201.65 13.3
17.11.2020 12:27:08 48.67 44.2 201.65 13.3
17.11.2020 12:28:08 48.66 44.22 201.64 13.3
17.11.2020 12:29:08 48.65 44.24 201.65 13.3
17.11.2020 12:30:08 48.58 44.26 201.65 13.3
17.11.2020 12:31:08 48.57 44.29 201.65 13.3
17.11.2020 12:32:08 48.6 44.3 201.65 13.3
17.11.2020 12:33:08 48.56 44.33 201.65 13.3
17.11.2020 12:34:08 48.52 44.35 201.65 13.3
17.11.2020 12:35:08 48.51 44.37 201.62 13.3
17.11.2020 12:36:08 48.48 44.4 201.64 13.3
17.11.2020 12:37:08 48.46 44.41 201.65 13.3
17.11.2020 12:38:08 48.47 44.43 201.64 13.3
17.11.2020 12:39:08 48.41 44.44 201.62 13.3
17.11.2020 12:40:08 48.42 44.46 201.62 13.3
17.11.2020 12:41:08 48.38 44.48 201.64 13.3
17.11.2020 12:42:08 48.37 44.51 201.64 13.3
17.11.2020 12:43:08 48.36 44.52 201.62 13.3
17.11.2020 12:44:08 48.32 44.54 201.62 13.3
17.11.2020 12:45:08 48.31 44.56 201.62 13.3
17.11.2020 12:46:08 48.3 44.58 201.62 13.3
17.11.2020 12:47:08 48.28 44.59 201.62 13.3
17.11.2020 12:48:08 48.25 44.61 201.62 13.3
17.11.2020 12:49:08 48.25 44.64 201.62 13.3
17.11.2020 12:50:08 48.21 44.65 201.6 13.3
17.11.2020 12:51:08 48.21 44.66 201.6 13.3
17.11.2020 12:52:08 48.18 44.69 201.6 13.3
17.11.2020 12:53:08 48.17 44.69 201.6 13.3
17.11.2020 12:54:08 48.15 44.71 201.6 13.3
17.11.2020 12:55:08 48.12 44.73 201.6 13.3
17.11.2020 12:56:08 48.13 44.74 201.59 13.3
17.11.2020 12:57:08 48.08 44.76 201.59 13.3
17.11.2020 12:58:08 48.07 44.79 201.59 13.3
17.11.2020 12:59:08 48.07 44.79 201.59 13.3
17.11.2020 13:00:08 48.07 44.81 201.59 13.3
17.11.2020 13:01:08 48.03 44.82 201.59 13.3
17.11.2020 13:02:08 48.02 44.84 201.59 13.3
17.11.2020 13:03:08 47.98 44.86 201.59 13.3
17.11.2020 13:04:08 48 44.88 201.59 13.3
17.11.2020 13:05:08 48 44.88 201.59 13.3
17.11.2020 13:06:08 47.96 44.91 201.59 13.3
17.11.2020 13:07:08 47.93 44.92 201.59 13.3
17.11.2020 13:08:08 47.93 44.93 201.59 13.3
17.11.2020 13:09:08 47.91 44.94 201.59 13.3
17.11.2020 13:10:08 47.92 44.97 201.59 13.3
17.11.2020 13:11:08 47.9 44.98 201.59 13.3
17.11.2020 13:12:08 47.88 45 201.59 13.3
17.11.2020 13:13:08 47.87 45.01 201.59 13.3
17.11.2020 13:14:08 47.83 45.01 201.59 13.3
17.11.2020 13:15:08 47.82 45.03 201.59 13.3
17.11.2020 13:16:08 47.8 45.05 201.59 13.3
17.11.2020 13:17:08 47.8 45.05 201.57 13.3
17.11.2020 13:18:08 47.77 45.07 201.59 13.3
17.11.2020 13:19:08 47.77 45.09 201.59 13.3
17.11.2020 13:20:08 47.76 45.1 201.57 13.3
17.11.2020 13:21:08 47.75 45.11 201.57 13.3
17.11.2020 13:22:08 47.72 45.12 201.59 13.3
17.11.2020 13:23:08 47.71 45.13 201.56 13.3
17.11.2020 13:24:08 47.71 45.14 201.59 13.3
17.11.2020 13:25:08 47.68 45.16 201.57 13.3
17.11.2020 13:26:08 47.68 45.16 201.56 13.3
17.11.2020 13:27:08 47.67 45.17 201.56 13.3
17.11.2020 13:28:08 47.66 45.19 201.56 13.3
17.11.2020 13:29:08 47.62 45.21 201.56 13.3
17.11.2020 13:30:08 47.63 45.22 201.56 13.3
17.11.2020 13:31:08 47.61 45.22 201.56 13.3
17.11.2020 13:32:08 47.6 45.24 201.56 13.3
17.11.2020 13:33:08 47.6 45.25 201.54 13.3
17.11.2020 13:34:08 47.58 45.26 201.56 13.3
17.11.2020 13:35:08 47.56 45.27 201.56 13.3
17.11.2020 13:36:08 47.55 45.28 201.54 13.3
17.11.2020 13:37:08 47.56 45.29 201.54 13.3
17.11.2020 13:38:08 47.55 45.31 201.56 13.3
17.11.2020 13:39:08 47.53 45.32 201.54 13.3
17.11.2020 13:40:08 47.52 45.33 201.54 13.3
17.11.2020 13:41:08 47.51 45.33 201.53 13.3
17.11.2020 13:42:08 47.47 45.34 201.56 13.3
17.11.2020 13:43:08 47.5 45.36 201.53 13.3
17.11.2020 13:44:08 47.48 45.37 201.54 13.3
17.11.2020 13:45:08 47.48 45.37 201.53 13.3
17.11.2020 13:46:08 47.47 45.39 201.54 13.3
17.11.2020 13:47:08 47.47 45.39 201.53 13.3
17.11.2020 13:48:08 47.43 45.41 201.53 13.3
17.11.2020 13:49:08 47.42 45.42 201.53 13.3
17.11.2020 13:50:08 47.42 45.42 201.53 13.3
17.11.2020 13:51:08 47.41 45.44 201.53 13.3
17.11.2020 13:52:08 47.42 45.45 201.53 13.3
17.11.2020 13:53:08 47.38 45.45 201.53 13.3
17.11.2020 13:54:08 47.37 45.46 201.53 13.3
17.11.2020 13:55:08 47.37 45.48 201.53 13.3
17.11.2020 13:56:08 47.36 45.47 201.53 13.3
17.11.2020 13:57:08 47.33 45.49 201.53 13.3
17.11.2020 13:58:08 47.35 45.49 201.53 13.3
17.11.2020 13:59:08 47.35 45.51 201.53 13.3
17.11.2020 14:00:08 47.32 45.51 201.53 13.3
17.11.2020 14:01:08 47.32 45.52 201.53 13.3
17.11.2020 14:02:08 47.32 45.53 201.53 13.3
17.11.2020 14:03:08 47.32 45.55 201.53 13.3
17.11.2020 14:04:08 47.27 45.54 201.53 13.3
17.11.2020 14:05:08 47.27 45.55 201.53 13.3
17.11.2020 14:06:08 47.26 45.57 201.53 13.3
17.11.2020 14:07:08 47.27 45.57 201.53 13.3
17.11.2020 14:08:08 47.27 45.57 201.53 13.3
17.11.2020 14:09:08 47.25 45.58 201.53 13.3
17.11.2020 14:10:08 47.23 45.6 201.53 13.3
17.11.2020 14:11:08 47.27 45.61 201.51 13.3
17.11.2020 14:12:08 47.22 45.62 201.53 13.3
17.11.2020 14:13:08 47.22 45.61 201.53 13.3
17.11.2020 14:14:08 47.22 45.62 201.5 13.3
17.11.2020 14:15:08 47.2 45.63 201.51 13.3
17.11.2020 14:16:08 47.2 45.63 201.53 13.3
17.11.2020 14:17:08 47.17 45.64 201.51 13.3
17.11.2020 14:18:08 47.18 45.66 201.51 13.3
17.11.2020 14:19:08 47.15 45.66 201.51 13.3
17.11.2020 14:20:08 47.18 45.67 201.5 13.3
17.11.2020 14:21:08 47.16 45.68 201.5 13.3
17.11.2020 14:22:08 47.13 45.68 201.5 13.3
17.11.2020 14:23:08 47.16 45.7 201.5 13.3
17.11.2020 14:24:08 47.12 45.7 201.48 13.3
17.11.2020 14:25:08 47.13 45.71 201.5 13.3
17.11.2020 14:26:08 47.13 45.71 201.5 13.3
17.11.2020 14:27:08 47.12 45.72 201.5 13.3
17.11.2020 14:28:08 47.12 45.72 201.48 13.3
17.11.2020 14:29:08 47.12 45.73 201.5 13.3
17.11.2020 14:30:08 47.12 45.73 201.48 13.3
17.11.2020 14:31:08 47.08 45.73 201.5 13.3
17.11.2020 14:32:08 47.1 45.75 201.5 13.3
17.11.2020 14:33:08 47.07 45.75 201.5 13.3
17.11.2020 14:34:08 47.08 45.76 201.48 13.3
17.11.2020 14:35:08 47.07 45.78 201.48 13.3
17.11.2020 14:36:08 47.07 45.76 201.48 13.3
17.11.2020 14:37:08 47.07 45.78 201.48 13.3
17.11.2020 14:38:08 47.05 45.79 201.48 13.3
17.11.2020 14:39:08 47.05 45.79 201.46 13.3
17.11.2020 14:40:08 47.03 45.79 201.46 13.3
17.11.2020 14:41:08 47.05 45.81 201.46 13.3
17.11.2020 14:42:08 47.02 45.81 201.46 13.3
17.11.2020 14:43:08 47.02 45.82 201.46 13.3
17.11.2020 14:44:08 47.02 45.81 201.46 13.3
17.11.2020 14:45:08 47.03 45.82 201.46 13.3
17.11.2020 14:46:08 47.02 45.83 201.48 13.3
17.11.2020 14:47:08 47.01 45.84 201.46 13.3
17.11.2020 14:48:08 46.98 45.84 201.46 13.3
17.11.2020 14:49:08 47 45.85 201.46 13.3
17.11.2020 14:50:08 47.01 45.85 201.46 13.3
17.11.2020 14:51:08 47 45.85 201.46 13.3
17.11.2020 14:52:08 46.97 45.87 201.46 13.3
17.11.2020 14:53:08 46.98 45.87 201.46 13.3
17.11.2020 14:54:08 46.97 45.87 201.48 13.3
17.11.2020 14:55:08 46.96 45.88 201.46 13.3
17.11.2020 14:56:08 46.95 45.88 201.46 13.3
17.11.2020 14:57:08 46.95 45.89 201.48 13.3
17.11.2020 14:58:08 46.95 45.9 201.48 13.3
17.11.2020 14:59:08 46.93 45.89 201.46 13.3
17.11.2020 15:00:08 46.92 45.9 201.46 13.3
17.11.2020 15:01:08 46.93 45.91 201.46 13.3
17.11.2020 15:02:08 46.93 45.92 201.46 13.3
17.11.2020 15:03:08 46.91 45.92 201.46 13.3
17.11.2020 15:04:08 46.91 45.93 201.48 13.3
17.11.2020 15:05:08 46.92 45.93 201.46 13.3
17.11.2020 15:06:08 46.91 45.93 201.46 13.3
17.11.2020 15:07:08 46.88 45.94 201.46 13.3
17.11.2020 15:08:08 46.9 45.93 201.46 13.3
17.11.2020 15:09:08 46.88 45.95 201.46 13.3
17.11.2020 15:10:08 46.86 45.95 201.45 13.3
17.11.2020 15:11:08 46.87 45.96 201.46 13.3
17.11.2020 15:12:08 46.86 45.96 201.46 13.3
17.11.2020 15:13:08 46.88 45.96 201.46 13.3
17.11.2020 15:14:08 46.85 45.96 201.45 13.3
17.11.2020 15:15:08 46.87 45.97 201.45 13.3
17.11.2020 15:16:08 46.82 45.97 201.45 13.3
17.11.2020 15:17:08 46.86 45.98 201.45 13.3
17.11.2020 15:18:08 46.86 45.99 201.46 13.3
17.11.2020 15:19:08 46.88 45.99 201.45 13.3
17.11.2020 15:20:08 46.83 45.99 201.46 13.3
17.11.2020 15:21:08 46.86 45.98 201.45 13.3
17.11.2020 15:22:08 46.83 46 201.45 13.3
17.11.2020 15:23:08 46.83 46 201.45 13.3
17.11.2020 15:24:08 46.83 46 201.45 13.3
17.11.2020 15:25:08 46.82 46.02 201.45 13.3
17.11.2020 15:26:08 46.82 46.03 201.45 13.3
17.11.2020 15:27:08 46.83 46.01 201.43 13.3
17.11.2020 15:28:08 46.81 46.01 201.43 13.3
17.11.2020 15:29:08 46.81 46.02 201.43 13.3
17.11.2020 15:30:08 46.81 46.03 201.43 13.3
17.11.2020 15:31:08 46.8 46.03 201.45 13.3
17.11.2020 15:32:08 46.77 46.02 201.43 13.3
17.11.2020 15:33:08 46.81 46.03 201.43 13.3
17.11.2020 15:34:08 46.78 46.04 201.43 13.3
17.11.2020 15:35:08 46.8 46.05 201.43 13.3
17.11.2020 15:36:08 46.8 46.05 201.43 13.3
17.11.2020 15:37:08 46.77 46.04 201.43 13.3
17.11.2020 15:38:08 46.77 46.06 201.43 13.3
17.11.2020 15:39:08 46.77 46.05 201.42 13.3
17.11.2020 15:40:08 46.77 46.06 201.43 13.3
17.11.2020 15:41:08 46.78 46.07 201.43 13.3
17.11.2020 15:42:08 46.75 46.07 201.43 13.3
17.11.2020 15:43:08 46.76 46.07 201.42 13.3
17.11.2020 15:44:08 46.76 46.08 201.43 13.3
17.11.2020 15:45:08 46.76 46.07 201.42 13.3
17.11.2020 15:46:08 46.73 46.08 201.42 13.3
17.11.2020 15:47:08 46.76 46.08 201.42 13.3
17.11.2020 15:48:08 46.72 46.08 201.42 13.3
17.11.2020 15:49:08 46.73 46.08 201.42 13.3
17.11.2020 15:50:08 46.73 46.09 201.42 13.3
17.11.2020 15:51:08 46.73 46.09 201.42 13.3
17.11.2020 15:52:08 46.72 46.1 201.42 13.3
17.11.2020 15:53:08 46.75 46.1 201.42 13.3
17.11.2020 15:54:08 46.72 46.1 201.42 13.3
17.11.2020 15:55:08 46.75 46.11 201.42 13.3
17.11.2020 15:56:08 46.73 46.11 201.42 13.3
17.11.2020 15:57:08 46.72 46.1 201.42 13.3
17.11.2020 15:58:08 46.73 46.12 201.42 13.3
17.11.2020 15:59:08 46.71 46.12 201.42 13.3
17.11.2020 16:00:08 46.71 46.13 201.42 13.3
17.11.2020 16:01:08 46.71 46.12 201.42 13.3
17.11.2020 16:02:08 46.7 46.12 201.42 13.3
17.11.2020 16:03:08 46.68 46.12 201.42 13.3
17.11.2020 16:04:08 46.68 46.12 201.42 13.3
17.11.2020 16:05:08 46.7 46.14 201.42 13.3
17.11.2020 16:06:08 46.68 46.13 201.42 13.3
17.11.2020 16:07:08 46.7 46.13 201.42 13.3
17.11.2020 16:08:08 46.71 46.15 201.42 13.3
17.11.2020 16:09:08 46.7 46.14 201.42 13.3
17.11.2020 16:10:08 46.66 46.15 201.42 13.3
17.11.2020 16:11:08 46.68 46.14 201.42 13.3
17.11.2020 16:12:08 46.68 46.15 201.42 13.3
17.11.2020 16:13:08 46.7 46.15 201.42 13.3
17.11.2020 16:14:08 46.66 46.15 201.42 13.3
17.11.2020 16:15:08 46.68 46.15 201.42 13.3
17.11.2020 16:16:08 46.67 46.15 201.42 13.3
17.11.2020 16:17:08 46.68 46.17 201.42 13.3
17.11.2020 16:18:08 46.66 46.17 201.4 13.3
17.11.2020 16:19:08 46.68 46.16 201.42 13.3
17.11.2020 16:20:08 46.66 46.17 201.4 13.3
17.11.2020 16:21:08 46.65 46.16 201.42 13.3
17.11.2020 16:22:08 46.63 46.18 201.4 13.3
17.11.2020 16:23:08 46.65 46.16 201.4 13.3
17.11.2020 16:24:08 46.66 46.17 201.4 13.3
17.11.2020 16:25:08 46.67 46.18 201.4 13.3
17.11.2020 16:26:08 46.66 46.18 201.4 13.3
17.11.2020 16:27:08 46.62 46.18 201.4 13.3
17.11.2020 16:28:08 46.65 46.19 201.4 13.3
17.11.2020 16:29:08 46.67 46.19 201.4 13.3
17.11.2020 16:30:08 46.65 46.19 201.4 13.3
17.11.2020 16:31:08 46.66 46.19 201.4 13.3
17.11.2020 16:32:08 46.62 46.19 201.39 13.3
17.11.2020 16:33:08 46.62 46.2 201.4 13.3
17.11.2020 16:34:08 46.62 46.2 201.39 13.3
17.11.2020 16:35:08 46.63 46.19 201.4 13.3
17.11.2020 16:36:08 46.63 46.2 201.37 13.3
17.11.2020 16:37:08 46.62 46.2 201.39 13.3
17.11.2020 16:38:08 46.63 46.2 201.39 13.3
17.11.2020 16:39:08 46.63 46.2 201.37 13.3
17.11.2020 16:40:08 46.62 46.21 201.39 13.3
17.11.2020 16:41:08 46.61 46.21 201.39 13.3
17.11.2020 16:42:08 46.62 46.21 201.37 13.3
17.11.2020 16:43:08 46.62 46.21 201.39 13.3
17.11.2020 16:44:08 46.62 46.22 201.39 13.3
17.11.2020 16:45:08 46.63 46.21 201.39 13.3
17.11.2020 16:46:08 46.6 46.22 201.39 13.3
17.11.2020 16:47:08 46.62 46.22 201.39 13.3
17.11.2020 16:48:08 46.61 46.22 201.39 13.3
17.11.2020 16:49:08 46.61 46.21 201.39 13.3
17.11.2020 16:50:08 46.62 46.22 201.39 13.3
17.11.2020 16:51:08 46.58 46.23 201.39 13.3
17.11.2020 16:52:08 46.6 46.23 201.39 13.3
17.11.2020 16:53:08 46.61 46.23 201.39 13.3
17.11.2020 16:54:08 46.58 46.23 201.39 13.3
17.11.2020 16:55:08 46.61 46.23 201.39 13.3
17.11.2020 16:56:08 46.6 46.23 201.39 13.3
17.11.2020 16:57:08 46.6 46.23 201.37 13.3
17.11.2020 16:58:08 46.61 46.23 201.39 13.3
17.11.2020 16:59:08 46.6 46.24 201.39 13.3
17.11.2020 17:00:08 46.58 46.24 201.39 13.3
17.11.2020 17:01:08 46.6 46.23 201.39 13.3
17.11.2020 17:02:08 46.58 46.25 201.39 13.3
17.11.2020 17:03:08 46.57 46.25 201.39 13.3
17.11.2020 17:04:08 46.6 46.24 201.39 13.3
17.11.2020 17:05:08 46.57 46.24 201.37 13.3
17.11.2020 17:06:08 46.57 46.25 201.39 13.3
17.11.2020 17:07:08 46.6 46.26 201.39 13.3
17.11.2020 17:08:08 46.57 46.26 201.39 13.3
17.11.2020 17:09:08 46.6 46.26 201.39 13.3
17.11.2020 17:10:08 46.57 46.26 201.39 13.3
17.11.2020 17:11:08 46.56 46.25 201.39 13.3
17.11.2020 17:12:08 46.57 46.26 201.39 13.3
17.11.2020 17:13:08 46.56 46.25 201.37 13.3
17.11.2020 17:14:08 46.58 46.26 201.37 13.3
17.11.2020 17:15:08 46.57 46.25 201.39 13.3
17.11.2020 17:16:08 46.58 46.26 201.39 13.3
17.11.2020 17:17:08 46.55 46.27 201.37 13.3
17.11.2020 17:18:08 46.56 46.26 201.39 13.3
17.11.2020 17:19:08 46.56 46.26 201.37 13.3
17.11.2020 17:20:08 46.58 46.26 201.37 13.3
17.11.2020 17:21:08 46.55 46.27 201.37 13.3
17.11.2020 17:22:08 46.53 46.26 201.39 13.3
17.11.2020 17:23:08 46.56 46.27 201.39 13.3
17.11.2020 17:24:08 46.56 46.27 201.37 13.3
17.11.2020 17:25:08 46.56 46.28 201.37 13.3
17.11.2020 17:26:08 46.56 46.27 201.37 13.3
17.11.2020 17:27:08 46.56 46.27 201.37 13.3
17.11.2020 17:28:08 46.55 46.27 201.37 13.3
17.11.2020 17:29:08 46.53 46.27 201.37 13.3
17.11.2020 17:30:08 46.55 46.29 201.35 13.3
17.11.2020 17:31:08 46.57 46.28 201.37 13.3
17.11.2020 17:32:08 46.55 46.27 201.37 13.3
