Date Time Temperature Temperature_Out Temperature_In Inlet_Pressure Outlet_Pressure Confining_Pressure_Reactor Confining_Pressure_Sample
27.01.2023 10:42:33 14 13.9 13.9 10.75 0.146 21.36 12.54
27.01.2023 10:42:43 14 13.9 13.9 10.75 0.146 21.36 12.54
27.01.2023 10:42:53 14 13.9 13.9 10.75 0.144 21.36 12.54
27.01.2023 10:43:03 13.9 13.9 13.9 10.74 0.14 21.35 12.54
27.01.2023 10:43:13 13.9 13.9 13.9 10.74 0.144 21.36 12.54
27.01.2023 10:43:23 14 13.9 13.9 10.75 0.142 21.35 12.54
27.01.2023 10:43:33 14 13.9 13.9 10.74 0.14 21.35 12.54
27.01.2023 10:43:43 14 13.9 13.9 10.75 0.151 21.35 12.54
27.01.2023 10:43:53 14 13.9 13.9 10.74 0.148 21.35 12.54
27.01.2023 10:44:03 13.9 13.9 13.9 10.73 0.146 21.35 12.54
27.01.2023 10:44:13 13.9 13.9 13.9 10.74 0.15 21.35 12.54
27.01.2023 10:44:23 13.9 13.9 13.9 10.73 0.151 21.35 12.54
27.01.2023 10:44:33 13.9 13.9 13.9 10.73 0.15 21.35 12.54
27.01.2023 10:44:43 14 13.9 13.9 10.73 0.153 21.35 12.54
27.01.2023 10:44:53 14 13.9 13.9 10.73 0.153 21.35 12.54
27.01.2023 10:45:03 14 13.9 13.9 10.72 0.15 21.35 12.54
27.01.2023 10:45:13 13.9 13.9 13.9 10.73 0.153 21.35 12.54
27.01.2023 10:45:23 13.9 13.9 13.9 10.72 0.151 21.35 12.54
27.01.2023 10:45:33 13.9 13.9 13.9 10.72 0.157 21.35 12.53
27.01.2023 10:45:43 13.9 13.9 13.9 10.72 0.155 21.35 12.54
27.01.2023 10:45:53 14 13.9 13.9 10.72 0.155 21.35 12.53
27.01.2023 10:46:03 14 13.9 13.9 10.72 0.159 21.35 12.53
27.01.2023 10:46:13 14 13.9 13.9 10.71 0.159 21.35 12.53
27.01.2023 10:46:23 14 13.9 13.9 10.72 0.155 21.35 12.53
27.01.2023 10:46:33 14 13.9 13.9 10.71 0.161 21.35 12.53
27.01.2023 10:46:43 14 13.9 13.9 10.71 0.159 21.35 12.53
27.01.2023 10:46:53 13.9 13.9 13.9 10.71 0.159 21.35 12.53
27.01.2023 10:47:03 14 13.9 13.9 10.71 0.161 21.35 12.53
27.01.2023 10:47:13 14 13.9 13.9 10.71 0.166 21.35 12.53
27.01.2023 10:47:23 14 13.9 13.9 10.71 0.166 21.35 12.53
27.01.2023 10:47:33 14 13.9 13.9 10.69 0.163 21.35 12.53
27.01.2023 10:47:43 14 13.9 13.9 10.7 0.166 21.35 12.53
27.01.2023 10:47:53 14 13.9 13.9 10.71 0.165 21.35 12.53
27.01.2023 10:48:03 14 13.9 13.9 10.7 0.165 21.34 12.53
27.01.2023 10:48:13 14 13.9 13.9 10.69 0.165 21.35 12.52
27.01.2023 10:48:23 14 13.9 13.9 10.69 0.168 21.34 12.52
27.01.2023 10:48:33 14 13.9 13.9 10.68 0.168 21.34 12.52
27.01.2023 10:48:43 14 13.9 13.9 10.69 0.168 21.35 12.52
27.01.2023 10:48:53 14 13.9 13.9 10.69 0.172 21.33 12.52
27.01.2023 10:49:03 14 13.9 13.9 10.69 0.172 21.34 12.52
27.01.2023 10:49:13 14 13.9 13.9 10.69 0.17 21.34 12.52
27.01.2023 10:49:23 13.9 13.9 13.9 10.67 0.174 21.34 12.52
27.01.2023 10:49:33 14 13.9 13.9 10.68 0.17 21.33 12.52
27.01.2023 10:49:43 14 13.9 13.9 10.69 0.176 21.33 12.52
27.01.2023 10:49:53 14 13.9 13.9 10.68 0.172 21.33 12.52
27.01.2023 10:50:03 14 13.9 13.9 10.68 0.18 21.33 12.52
27.01.2023 10:50:13 13.9 13.9 13.9 10.69 0.174 21.33 12.52
27.01.2023 10:50:23 14 13.9 13.9 10.68 0.18 21.33 12.51
27.01.2023 10:50:33 14 13.9 13.9 10.68 0.178 21.33 12.52
27.01.2023 10:50:43 14 13.9 13.9 10.68 0.178 21.33 12.52
27.01.2023 10:50:53 14 13.9 13.9 10.67 0.183 21.33 12.51
27.01.2023 10:51:03 14 13.9 13.9 10.68 0.18 21.33 12.51
27.01.2023 10:51:13 14 13.9 13.9 10.67 0.18 21.33 12.51
27.01.2023 10:51:23 14 13.9 13.9 10.67 0.183 21.33 12.52
27.01.2023 10:51:33 14 13.9 13.9 10.66 0.185 21.33 12.51
27.01.2023 10:51:43 14 13.9 13.9 10.67 0.181 21.33 12.51
27.01.2023 10:51:53 14 13.9 13.9 10.66 0.189 21.33 12.51
27.01.2023 10:52:03 14 13.9 13.9 10.65 0.18 21.33 12.51
27.01.2023 10:52:13 14 13.9 13.9 10.66 0.181 21.33 12.51
27.01.2023 10:52:23 14 13.9 13.9 10.66 0.183 21.33 12.51
27.01.2023 10:52:33 14 13.9 13.9 10.66 0.185 21.33 12.51
27.01.2023 10:52:43 14 13.9 13.9 10.65 0.185 21.33 12.51
27.01.2023 10:52:53 14 13.9 13.9 10.65 0.189 21.33 12.51
27.01.2023 10:53:03 14 13.9 13.9 10.65 0.193 21.33 12.51
27.01.2023 10:53:13 14 13.9 13.9 10.66 0.193 21.33 12.51
27.01.2023 10:53:23 14 13.9 13.9 10.65 0.191 21.33 12.5
27.01.2023 10:53:33 14 13.9 13.9 10.65 0.189 21.33 12.5
27.01.2023 10:53:43 14 13.9 13.9 10.65 0.193 21.33 12.5
27.01.2023 10:53:53 14 13.9 13.9 10.64 0.191 21.33 12.5
27.01.2023 10:54:03 14 13.9 13.9 10.64 0.196 21.33 12.5
27.01.2023 10:54:13 14 13.9 13.9 10.64 0.193 21.33 12.5
27.01.2023 10:54:23 14 13.9 13.9 10.63 0.195 21.33 12.5
27.01.2023 10:54:33 14 13.9 13.9 10.64 0.193 21.33 12.5
27.01.2023 10:54:43 14 13.9 13.9 10.63 0.196 21.33 12.5
27.01.2023 10:54:53 14 13.9 13.9 10.63 0.196 21.33 12.5
27.01.2023 10:55:03 13.9 13.9 13.9 10.64 0.2 21.32 12.5
27.01.2023 10:55:13 13.9 13.9 13.9 10.63 0.198 21.32 12.5
27.01.2023 10:55:23 13.9 13.9 13.9 10.63 0.198 21.32 12.5
27.01.2023 10:55:33 14 13.9 13.9 10.63 0.2 21.33 12.5
27.01.2023 10:55:43 14 13.9 13.9 10.64 0.202 21.32 12.49
27.01.2023 10:55:53 14 13.9 13.9 10.63 0.198 21.33 12.5
27.01.2023 10:56:03 14 13.9 13.9 10.62 0.202 21.32 12.5
27.01.2023 10:56:13 14 13.9 13.9 10.62 0.204 21.32 12.5
27.01.2023 10:56:23 14 13.9 13.9 10.62 0.204 21.33 12.49
27.01.2023 10:56:33 14 13.9 13.9 10.63 0.206 21.32 12.5
27.01.2023 10:56:43 13.9 13.9 13.9 10.64 0.208 21.32 12.49
27.01.2023 10:56:53 14 13.9 13.9 10.61 0.21 21.31 12.49
27.01.2023 10:57:03 14 13.9 13.9 10.62 0.21 21.31 12.49
27.01.2023 10:57:13 14 13.9 13.9 10.6 0.206 21.31 12.49
27.01.2023 10:57:23 14 13.9 13.9 10.62 0.208 21.32 12.49
27.01.2023 10:57:33 14 13.9 13.9 10.6 0.211 21.31 12.49
27.01.2023 10:57:43 14 13.9 13.9 10.62 0.208 21.32 12.49
27.01.2023 10:57:53 14 13.9 13.9 10.61 0.211 21.31 12.49
27.01.2023 10:58:03 14 13.9 13.9 10.6 0.213 21.31 12.49
27.01.2023 10:58:13 14 13.9 13.9 10.6 0.213 21.31 12.49
27.01.2023 10:58:23 14 13.9 13.9 10.6 0.217 21.31 12.49
27.01.2023 10:58:33 14 13.9 13.9 10.6 0.217 21.31 12.49
27.01.2023 10:58:43 14 13.9 13.9 10.59 0.215 21.31 12.49
27.01.2023 10:58:53 14 13.9 13.9 10.6 0.211 21.31 12.49
27.01.2023 10:59:03 13.9 13.9 13.9 10.59 0.217 21.31 12.49
27.01.2023 10:59:13 14 13.9 13.9 10.6 0.221 21.31 12.49
27.01.2023 10:59:23 14 13.9 13.9 10.59 0.219 21.31 12.49
27.01.2023 10:59:33 14 13.9 13.9 10.6 0.221 21.3 12.49
27.01.2023 10:59:43 14 13.9 13.9 10.6 0.221 21.31 12.48
27.01.2023 10:59:53 14 13.9 13.9 10.59 0.223 21.31 12.48
27.01.2023 11:00:03 14 13.9 13.9 10.59 0.225 21.3 12.48
27.01.2023 11:00:13 13.9 13.9 13.9 10.59 0.225 21.3 12.48
27.01.2023 11:00:23 13.9 13.9 13.9 10.59 0.219 21.31 12.48
27.01.2023 11:00:33 13.9 13.9 13.9 10.59 0.223 21.3 12.48
27.01.2023 11:00:43 14 13.9 13.9 10.57 0.225 21.3 12.48
27.01.2023 11:00:53 14 13.9 13.9 10.6 0.226 21.3 12.48
27.01.2023 11:01:03 14 13.9 13.9 10.58 0.225 21.3 12.48
27.01.2023 11:01:13 14 13.9 13.9 10.57 0.226 21.3 12.48
27.01.2023 11:01:23 13.9 13.9 13.9 10.58 0.23 21.3 12.48
27.01.2023 11:01:33 13.9 13.9 13.9 10.58 0.228 21.3 12.48
27.01.2023 11:01:43 13.9 13.9 13.9 10.59 0.228 21.3 12.48
27.01.2023 11:01:53 13.9 13.9 13.9 10.58 0.226 21.3 12.48
27.01.2023 11:02:03 14 13.9 13.9 10.57 0.234 21.3 12.48
27.01.2023 11:02:13 14 13.9 13.9 10.57 0.228 21.3 12.48
27.01.2023 11:02:23 14 13.9 13.9 10.57 0.232 21.3 12.47
27.01.2023 11:02:33 14 13.9 13.9 10.57 0.23 21.3 12.48
27.01.2023 11:02:43 14 13.9 13.9 10.56 0.234 21.3 12.47
27.01.2023 11:02:53 14 13.9 13.9 10.57 0.234 21.3 12.47
27.01.2023 11:03:03 13.9 13.9 13.9 10.57 0.234 21.3 12.47
27.01.2023 11:03:13 13.9 13.9 13.9 10.57 0.236 21.3 12.47
27.01.2023 11:03:23 13.9 13.9 13.9 10.57 0.238 21.3 12.47
27.01.2023 11:03:33 14 13.9 13.9 10.56 0.24 21.3 12.47
27.01.2023 11:03:43 14 13.9 13.9 10.56 0.236 21.3 12.47
27.01.2023 11:03:53 14 13.9 13.9 10.56 0.243 21.3 12.47
27.01.2023 11:04:03 14 13.9 13.9 10.56 0.236 21.3 12.47
27.01.2023 11:04:13 14 13.9 13.9 10.54 0.243 21.3 12.47
27.01.2023 11:04:23 14 13.9 13.9 10.55 0.241 21.3 12.46
27.01.2023 11:04:33 13.9 13.9 13.9 10.56 0.243 21.3 12.46
27.01.2023 11:04:43 13.9 13.9 13.9 10.54 0.245 21.3 12.46
27.01.2023 11:04:53 13.9 13.9 13.9 10.56 0.245 21.29 12.46
27.01.2023 11:05:03 14 13.9 13.9 10.55 0.243 21.3 12.46
27.01.2023 11:05:13 14 13.9 13.9 10.54 0.249 21.3 12.46
27.01.2023 11:05:23 14 13.9 13.9 10.56 0.249 21.3 12.46
27.01.2023 11:05:33 14 13.9 13.9 10.54 0.251 21.3 12.46
27.01.2023 11:05:43 14 13.9 13.9 10.53 0.249 21.29 12.46
27.01.2023 11:05:53 14 13.9 13.9 10.54 0.247 21.3 12.46
27.01.2023 11:06:03 14 13.9 13.9 10.54 0.249 21.29 12.46
27.01.2023 11:06:13 14 13.9 13.9 10.53 0.245 21.29 12.46
27.01.2023 11:06:23 14 13.9 13.9 10.53 0.253 21.29 12.46
27.01.2023 11:06:33 14 13.9 13.9 10.53 0.251 21.28 12.46
27.01.2023 11:06:43 14 13.9 13.9 10.52 0.256 21.29 12.46
27.01.2023 11:06:53 14 13.9 13.9 10.54 0.256 21.29 12.46
27.01.2023 11:07:03 14 13.9 13.9 10.53 0.256 21.28 12.46
27.01.2023 11:07:13 14 13.9 13.9 10.52 0.255 21.29 12.46
27.01.2023 11:07:23 13.9 13.9 13.9 10.53 0.253 21.28 12.46
27.01.2023 11:07:33 13.9 13.9 13.9 10.54 0.251 21.28 12.45
27.01.2023 11:07:43 14 13.9 13.9 10.52 0.258 21.28 12.45
27.01.2023 11:07:53 14 13.9 13.9 10.53 0.262 21.28 12.45
27.01.2023 11:08:03 14 13.9 13.9 10.52 0.26 21.28 12.45
27.01.2023 11:08:13 14 13.9 13.9 10.52 0.26 21.28 12.45
27.01.2023 11:08:23 14 13.9 13.9 10.52 0.26 21.28 12.46
27.01.2023 11:08:33 14 13.9 13.9 10.51 0.258 21.28 12.45
27.01.2023 11:08:43 14 13.9 13.9 10.52 0.258 21.28 12.45
27.01.2023 11:08:53 13.9 13.9 13.9 10.51 0.266 21.28 12.45
27.01.2023 11:09:03 13.9 13.9 13.9 10.51 0.266 21.28 12.45
27.01.2023 11:09:13 13.9 13.9 13.9 10.51 0.266 21.28 12.45
27.01.2023 11:09:23 14 13.9 13.9 10.51 0.268 21.28 12.45
27.01.2023 11:09:33 14 13.9 13.9 10.5 0.27 21.28 12.45
27.01.2023 11:09:43 14 13.9 13.9 10.5 0.27 21.28 12.45
27.01.2023 11:09:53 14 13.9 13.9 10.51 0.27 21.28 12.45
27.01.2023 11:10:03 14 13.9 13.9 10.5 0.268 21.28 12.45
27.01.2023 11:10:13 14 13.9 13.9 10.5 0.268 21.28 12.44
27.01.2023 11:10:23 14 13.9 13.9 10.51 0.27 21.28 12.45
27.01.2023 11:10:33 14 13.9 13.9 10.49 0.271 21.28 12.45
27.01.2023 11:10:43 14 13.9 13.9 10.49 0.275 21.28 12.44
27.01.2023 11:10:53 14 13.9 13.9 10.51 0.275 21.28 12.44
27.01.2023 11:11:03 14 13.9 13.9 10.49 0.277 21.28 12.44
27.01.2023 11:11:13 14 13.9 13.9 10.5 0.271 21.28 12.44
27.01.2023 11:11:23 14 13.9 13.9 10.49 0.271 21.28 12.44
27.01.2023 11:11:33 14 13.9 13.9 10.48 0.281 21.28 12.44
27.01.2023 11:11:43 14 13.9 13.9 10.49 0.279 21.28 12.44
27.01.2023 11:11:53 14 13.9 13.9 10.49 0.279 21.28 12.44
27.01.2023 11:12:03 14 13.9 13.9 10.49 0.277 21.28 12.44
27.01.2023 11:12:13 14 13.9 13.9 10.5 0.281 21.28 12.44
27.01.2023 11:12:23 14 13.9 13.9 10.48 0.283 21.28 12.44
27.01.2023 11:12:33 14 13.9 13.9 10.48 0.279 21.28 12.44
27.01.2023 11:12:43 14 13.9 13.9 10.48 0.281 21.28 12.44
27.01.2023 11:12:53 14 13.9 13.9 10.47 0.285 21.27 12.44
27.01.2023 11:13:03 14 13.9 13.9 10.48 0.285 21.27 12.44
27.01.2023 11:13:13 14 13.9 13.9 10.48 0.285 21.27 12.43
27.01.2023 11:13:23 13.9 13.9 13.9 10.47 0.285 21.27 12.43
27.01.2023 11:13:33 13.9 13.9 13.9 10.47 0.288 21.26 12.43
27.01.2023 11:13:43 13.9 13.9 13.9 10.47 0.285 21.26 12.43
27.01.2023 11:13:53 13.9 13.9 13.9 10.47 0.286 21.26 12.43
27.01.2023 11:14:03 13.9 13.9 13.9 10.47 0.286 21.27 12.43
27.01.2023 11:14:13 14 13.9 13.9 10.47 0.285 21.26 12.43
27.01.2023 11:14:23 14 13.9 13.9 10.47 0.294 21.27 12.43
27.01.2023 11:14:33 14 13.9 13.9 10.46 0.294 21.26 12.43
27.01.2023 11:14:43 14 13.9 13.9 10.48 0.292 21.26 12.43
27.01.2023 11:14:53 14 13.9 13.9 10.47 0.292 21.26 12.43
27.01.2023 11:15:03 14 13.9 13.9 10.45 0.288 21.26 12.43
27.01.2023 11:15:13 13.9 13.9 13.9 10.45 0.292 21.26 12.43
27.01.2023 11:15:23 14 13.9 13.9 10.46 0.294 21.26 12.42
27.01.2023 11:15:33 13.9 13.9 13.9 10.46 0.294 21.26 12.42
27.01.2023 11:15:43 14 13.9 13.9 10.47 0.294 21.26 12.42
27.01.2023 11:15:53 14 13.9 13.9 10.45 0.3 21.26 12.42
27.01.2023 11:16:03 14 13.9 13.9 10.46 0.3 21.26 12.42
27.01.2023 11:16:13 14 13.9 13.9 10.44 0.296 21.26 12.42
27.01.2023 11:16:23 14 13.9 13.9 10.44 0.3 21.26 12.42
27.01.2023 11:16:33 14 13.9 13.9 10.45 0.301 21.25 12.42
27.01.2023 11:16:43 14 13.9 13.9 10.45 0.3 21.25 12.42
27.01.2023 11:16:53 14 13.9 13.9 10.45 0.303 21.25 12.42
27.01.2023 11:17:03 14 13.9 13.9 10.45 0.3 21.25 12.42
27.01.2023 11:17:13 14 13.9 13.9 10.45 0.303 21.25 12.42
27.01.2023 11:17:23 13.9 13.9 13.9 10.44 0.3 21.25 12.42
27.01.2023 11:17:33 14 13.9 13.9 10.44 0.305 21.26 12.42
27.01.2023 11:17:43 14 13.9 13.9 10.43 0.301 21.26 12.42
27.01.2023 11:17:53 14 13.9 13.9 10.44 0.307 21.25 12.42
27.01.2023 11:18:03 14 13.9 13.9 10.44 0.301 21.25 12.42
27.01.2023 11:18:13 14 13.9 13.9 10.43 0.309 21.26 12.42
27.01.2023 11:18:23 14 13.9 13.9 10.43 0.307 21.25 12.42
27.01.2023 11:18:33 14 13.9 13.9 10.43 0.307 21.25 12.42
27.01.2023 11:18:43 14 13.9 13.9 10.43 0.309 21.25 12.42
27.01.2023 11:18:53 14 13.9 13.9 10.42 0.309 21.25 12.42
27.01.2023 11:19:03 14 13.9 13.9 10.42 0.313 21.25 12.42
27.01.2023 11:19:13 14 13.9 13.9 10.42 0.313 21.25 12.42
27.01.2023 11:19:23 14 13.9 13.9 10.44 0.316 21.25 12.42
27.01.2023 11:19:33 14 13.9 13.9 10.42 0.311 21.25 12.42
27.01.2023 11:19:43 14 13.9 13.9 10.41 0.315 21.25 12.42
27.01.2023 11:19:53 14 13.9 13.9 10.42 0.311 21.25 12.42
27.01.2023 11:20:03 14 13.9 13.9 10.43 0.311 21.25 12.41
27.01.2023 11:20:13 14 13.9 13.9 10.42 0.318 21.25 12.41
27.01.2023 11:20:23 14 13.9 13.9 10.41 0.315 21.25 12.41
27.01.2023 11:20:33 14 13.9 13.9 10.42 0.318 21.25 12.41
27.01.2023 11:20:43 14 13.9 13.9 10.42 0.318 21.25 12.41
27.01.2023 11:20:53 14 13.9 13.9 10.42 0.316 21.25 12.41
27.01.2023 11:21:03 14 13.9 13.9 10.41 0.318 21.25 12.41
27.01.2023 11:21:13 14 13.9 13.9 10.41 0.318 21.25 12.4
27.01.2023 11:21:23 14 13.9 13.9 10.41 0.318 21.25 12.4
27.01.2023 11:21:33 14 13.9 13.9 10.41 0.324 21.25 12.4
27.01.2023 11:21:43 14 13.9 13.9 10.4 0.32 21.25 12.4
27.01.2023 11:21:53 14 13.9 13.9 10.41 0.324 21.25 12.4
27.01.2023 11:22:03 14 13.9 13.9 10.39 0.324 21.25 12.4
27.01.2023 11:22:13 14 13.9 13.9 10.4 0.322 21.25 12.4
27.01.2023 11:22:23 14 13.9 13.9 10.41 0.324 21.25 12.4
27.01.2023 11:22:33 14 13.9 13.9 10.41 0.326 21.24 12.4
27.01.2023 11:22:43 14 13.9 13.9 10.39 0.328 21.24 12.4
27.01.2023 11:22:53 14 13.9 13.9 10.4 0.326 21.24 12.4
27.01.2023 11:23:03 14 13.9 13.9 10.41 0.328 21.24 12.4
27.01.2023 11:23:13 14 13.9 13.9 10.4 0.324 21.24 12.4
27.01.2023 11:23:23 13.9 13.9 13.9 10.38 0.331 21.25 12.4
27.01.2023 11:23:33 13.9 13.9 13.9 10.39 0.331 21.24 12.4
27.01.2023 11:23:43 14 13.9 13.9 10.4 0.33 21.23 12.4
27.01.2023 11:23:53 14 13.9 13.9 10.4 0.333 21.24 12.4
27.01.2023 11:24:03 14 13.9 13.9 10.39 0.333 21.23 12.4
27.01.2023 11:24:13 14 13.9 13.9 10.38 0.33 21.23 12.39
27.01.2023 11:24:23 14 13.9 13.9 10.4 0.331 21.24 12.39
27.01.2023 11:24:33 14 13.9 13.9 10.38 0.333 21.23 12.4
27.01.2023 11:24:43 14 13.9 13.9 10.37 0.337 21.24 12.39
27.01.2023 11:24:53 14 13.9 13.9 10.38 0.337 21.23 12.39
27.01.2023 11:25:03 14 13.9 13.9 10.39 0.337 21.24 12.39
27.01.2023 11:25:13 14 13.9 13.9 10.38 0.337 21.23 12.39
27.01.2023 11:25:23 14 13.9 13.9 10.38 0.335 21.24 12.39
27.01.2023 11:25:33 14 13.9 13.9 10.38 0.341 21.23 12.39
27.01.2023 11:25:43 14 13.9 13.9 10.38 0.337 21.23 12.39
27.01.2023 11:25:53 14 13.9 13.9 10.36 0.341 21.23 12.39
27.01.2023 11:26:03 14 13.9 13.9 10.36 0.343 21.23 12.39
27.01.2023 11:26:13 14 13.9 13.9 10.37 0.339 21.23 12.39
27.01.2023 11:26:23 14 13.9 13.9 10.37 0.343 21.23 12.39
27.01.2023 11:26:33 14 13.9 13.9 10.37 0.345 21.23 12.39
27.01.2023 11:26:43 14 13.9 13.9 10.36 0.343 21.23 12.39
27.01.2023 11:26:53 14 13.9 13.9 10.37 0.345 21.23 12.39
27.01.2023 11:27:03 14 13.9 13.9 10.36 0.345 21.23 12.39
27.01.2023 11:27:13 14 13.9 13.9 10.36 0.346 21.23 12.39
27.01.2023 11:27:23 14 13.9 13.9 10.35 0.345 21.23 12.39
27.01.2023 11:27:33 14 13.9 13.9 10.37 0.35 21.23 12.38
27.01.2023 11:27:43 14 13.9 13.9 10.36 0.346 21.23 12.38
27.01.2023 11:27:53 14 13.9 13.9 10.35 0.348 21.23 12.38
27.01.2023 11:28:03 14 13.9 13.9 10.35 0.352 21.23 12.38
27.01.2023 11:28:13 14 13.9 13.9 10.36 0.35 21.23 12.38
27.01.2023 11:28:23 14 13.9 13.9 10.35 0.352 21.23 12.38
27.01.2023 11:28:33 14 13.9 13.9 10.36 0.35 21.23 12.38
27.01.2023 11:28:43 14 13.9 13.9 10.36 0.352 21.23 12.38
27.01.2023 11:28:53 14 13.9 13.9 10.35 0.352 21.23 12.38
27.01.2023 11:29:03 14 13.9 13.9 10.35 0.352 21.23 12.38
27.01.2023 11:29:13 14 13.9 13.9 10.35 0.352 21.23 12.38
27.01.2023 11:29:23 14 13.9 13.9 10.34 0.354 21.23 12.38
27.01.2023 11:29:33 14 13.9 13.9 10.34 0.356 21.23 12.38
27.01.2023 11:29:43 14 13.9 13.9 10.35 0.36 21.23 12.38
27.01.2023 11:29:53 14 13.9 13.9 10.33 0.356 21.23 12.38
27.01.2023 11:30:03 14 13.9 13.9 10.35 0.356 21.23 12.37
27.01.2023 11:30:13 14 13.9 13.9 10.35 0.354 21.23 12.37
27.01.2023 11:30:23 14 13.9 13.9 10.34 0.36 21.22 12.38
27.01.2023 11:30:33 14 13.9 13.9 10.33 0.361 21.22 12.37
27.01.2023 11:30:43 14 13.9 13.9 10.34 0.361 21.22 12.37
27.01.2023 11:30:53 14 13.9 13.9 10.32 0.365 21.23 12.37
27.01.2023 11:31:03 14 13.9 13.9 10.34 0.363 21.23 12.37
27.01.2023 11:31:13 14 13.9 13.9 10.32 0.36 21.22 12.37
27.01.2023 11:31:23 14 13.9 13.9 10.33 0.367 21.22 12.37
27.01.2023 11:31:33 14 13.9 13.9 10.33 0.367 21.22 12.37
27.01.2023 11:31:43 14 13.9 13.9 10.32 0.367 21.21 12.37
27.01.2023 11:31:53 14 13.9 13.9 10.32 0.367 21.22 12.37
27.01.2023 11:32:03 14 13.9 13.9 10.32 0.365 21.22 12.37
27.01.2023 11:32:13 14 13.9 13.9 10.32 0.367 21.22 12.36
27.01.2023 11:32:23 14 13.9 13.9 10.32 0.371 21.21 12.37
27.01.2023 11:32:33 14 13.9 13.9 10.33 0.369 21.22 12.37
27.01.2023 11:32:43 14 13.9 13.9 10.32 0.373 21.21 12.36
27.01.2023 11:32:53 14 13.9 13.9 10.32 0.365 21.21 12.36
27.01.2023 11:33:03 14 13.9 13.9 10.31 0.369 21.21 12.37
27.01.2023 11:33:13 14 13.9 13.9 10.31 0.371 21.21 12.36
27.01.2023 11:33:23 14 13.9 13.9 10.31 0.373 21.22 12.36
27.01.2023 11:33:33 14 13.9 13.9 10.3 0.376 21.21 12.36
27.01.2023 11:33:43 14 13.9 13.9 10.3 0.375 21.22 12.36
27.01.2023 11:33:53 14 13.9 13.9 10.31 0.373 21.21 12.36
27.01.2023 11:34:03 14 13.9 13.9 10.3 0.375 21.21 12.36
27.01.2023 11:34:13 14 13.9 13.9 10.3 0.373 21.21 12.36
27.01.2023 11:34:23 14 13.9 13.9 10.3 0.378 21.21 12.36
27.01.2023 11:34:33 14 13.9 13.9 10.3 0.375 21.21 12.36
27.01.2023 11:34:43 14 13.9 13.9 10.3 0.373 21.21 12.36
27.01.2023 11:34:53 14 13.9 13.9 10.3 0.378 21.21 12.36
27.01.2023 11:35:03 14 13.9 13.9 10.29 0.375 21.21 12.35
27.01.2023 11:35:13 14 13.9 13.9 10.29 0.378 21.21 12.35
27.01.2023 11:35:23 14 13.9 13.9 10.29 0.384 21.21 12.35
27.01.2023 11:35:33 14 13.9 13.9 10.3 0.382 21.21 12.35
27.01.2023 11:35:43 14 13.9 13.9 10.29 0.384 21.21 12.35
27.01.2023 11:35:53 14 13.9 13.9 10.29 0.384 21.21 12.35
27.01.2023 11:36:03 14 13.9 13.9 10.3 0.386 21.21 12.35
27.01.2023 11:36:13 14 13.9 13.9 10.28 0.388 21.21 12.35
27.01.2023 11:36:23 14 13.9 13.9 10.28 0.386 21.21 12.35
27.01.2023 11:36:33 14 13.9 13.9 10.29 0.384 21.21 12.35
27.01.2023 11:36:43 14 13.9 13.9 10.29 0.39 21.21 12.35
27.01.2023 11:36:53 14 13.9 13.9 10.28 0.386 21.21 12.35
27.01.2023 11:37:03 14 13.9 13.9 10.29 0.386 21.21 12.35
27.01.2023 11:37:13 14 13.9 13.9 10.28 0.391 21.21 12.35
27.01.2023 11:37:23 14 13.9 13.9 10.27 0.39 21.21 12.35
27.01.2023 11:37:33 14 13.9 13.9 10.28 0.388 21.21 12.35
27.01.2023 11:37:43 14 13.9 13.9 10.27 0.395 21.21 12.35
27.01.2023 11:37:53 14 13.9 13.9 10.27 0.391 21.21 12.34
27.01.2023 11:38:03 14 13.9 13.9 10.28 0.386 21.21 12.34
27.01.2023 11:38:13 14 13.9 13.9 10.27 0.393 21.21 12.34
27.01.2023 11:38:23 14 13.9 13.9 10.27 0.391 21.21 12.34
27.01.2023 11:38:33 14 13.9 13.9 10.27 0.395 21.21 12.34
27.01.2023 11:38:43 14 13.9 13.9 10.27 0.393 21.21 12.34
27.01.2023 11:38:53 14 13.9 13.9 10.28 0.397 21.2 12.34
27.01.2023 11:39:03 14 13.9 13.9 10.26 0.393 21.21 12.34
27.01.2023 11:39:13 14 13.9 13.9 10.27 0.397 21.2 12.34
27.01.2023 11:39:23 14 13.9 13.9 10.26 0.395 21.2 12.34
27.01.2023 11:39:33 14 13.9 13.9 10.28 0.397 21.2 12.34
27.01.2023 11:39:43 14 13.9 13.9 10.26 0.401 21.2 12.34
27.01.2023 11:39:53 14 13.9 13.9 10.26 0.403 21.2 12.34
27.01.2023 11:40:03 14 13.9 13.9 10.27 0.399 21.2 12.34
27.01.2023 11:40:13 14 13.9 13.9 10.27 0.401 21.2 12.34
27.01.2023 11:40:23 14 13.9 13.9 10.26 0.405 21.2 12.34
27.01.2023 11:40:33 14 13.9 13.9 10.27 0.401 21.2 12.34
27.01.2023 11:40:43 13.9 13.9 13.9 10.25 0.406 21.2 12.34
27.01.2023 11:40:53 14 13.9 13.9 10.25 0.403 21.2 12.33
27.01.2023 11:41:03 14 13.9 13.9 10.26 0.405 21.2 12.33
27.01.2023 11:41:13 14 13.9 13.9 10.25 0.405 21.2 12.33
27.01.2023 11:41:23 14 13.9 13.9 10.25 0.408 21.19 12.33
